연도,구,거주인구,기타_부상자수,기타_사망자수,길가장자리구역통행중_부상자수,길가장자리구역통행중_사망자수,보도통행중_부상자수,보도통행중_사망자수,차도 통행중_부상자수,차도 통행중_사망자수,횡단중_부상자수,횡단중_사망자수,뺑소니_발생건수,뺑소니_부상자수,뺑소니_사망자수,자전거_발생건수,자전거_사망자수,자전거_부상자수,눈_발생건수,맑음_발생건수,비_발생건수,흐림_발생건수,눈_사상자수,맑음_사상자수,비_사상자수,흐림_사상자수,화재_소계,버스계_발생건수,승용계_발생건수,화물계_발생건수,버스계_사상자수,승용계_사상자수,화물계_사상자수,차대사람_발생건수,차대차_발생건수,차량단독_발생건수,차대사람_사상자수,차대차_사상자수,차량단독_사상자수,인구 10만명당 부상자수 (명)_x,인구 10만명당 사망자수 (명)_x,자동차 1만대당 발생건수 (건)_x,발생건수,부상자수,사망자수
2009,은평구,469695.0,145.0,2.0,88.0,0.0,55.0,1.0,70.0,2.0,152.0,5.0,57.0,113.0,0.0,192.0,0.0,199.0,,,,,,,,,174.0,,,,,,,494.0,1180.0,65.0,526.0,1786.0,82.0,505.3,3.2,134.5,1739.0,2379.0,15.0
2010,은평구,480844.0,135.0,1.0,99.0,2.0,48.0,1.0,43.0,1.0,183.0,4.0,40.0,59.0,1.0,139.0,0.0,149.0,,,,,,,,,228.0,,,,,,,487.0,974.0,53.0,519.0,1549.0,68.0,430.1,3.2,112.2,1514.0,2120.0,16.0
2011,은평구,497221.0,110.0,3.0,113.0,1.0,44.0,2.0,39.0,2.0,238.0,9.0,40.0,74.0,1.0,116.0,0.0,117.0,,,,,,,,,224.0,,,,,,,530.0,921.0,58.0,565.0,1446.0,67.0,413.0,4.0,109.7,1509.0,2058.0,20.0
2012,은평구,505468.0,160.0,0.0,68.0,0.0,60.0,2.0,63.0,1.0,198.0,10.0,22.0,29.0,2.0,151.0,0.0,160.0,,,,,,,,,204.0,,,,,,,521.0,946.0,52.0,566.0,1595.0,57.0,434.3,4.2,106.6,1519.0,2197.0,21.0
2013,은평구,508204.0,192.0,3.0,47.0,0.0,24.0,0.0,43.0,1.0,172.0,1.0,22.0,38.0,1.0,123.0,0.0,132.0,16.0,1052.0,101.0,78.0,24.0,1404.0,151.0,106.0,182.0,,,,,,,463.0,762.0,45.0,489.0,1188.0,49.0,337.7,2.0,87.8,1270.0,1716.0,10.0
2014,은평구,505085.0,178.0,2.0,55.0,0.0,25.0,0.0,33.0,2.0,166.0,2.0,24.0,33.0,0.0,139.0,1.0,147.0,9.0,1147.0,71.0,88.0,20.0,1650.0,91.0,121.0,163.0,,,,,,,445.0,842.0,38.0,474.0,1383.0,43.0,375.4,2.2,91.0,1325.0,1889.0,11.0
2015,은평구,503785.0,97.0,0.0,38.0,1.0,30.0,0.0,54.0,1.0,180.0,10.0,26.0,45.0,2.0,147.0,0.0,166.0,2.0,1048.0,94.0,52.0,8.0,1454.0,140.0,78.0,216.0,,,,,,,391.0,784.0,28.0,415.0,1241.0,33.0,332.9,3.2,81.4,1203.0,1673.0,16.0
2016,은평구,498885.0,149.0,3.0,14.0,0.0,27.0,0.0,41.0,0.0,176.0,5.0,17.0,26.0,0.0,112.0,3.0,119.0,8.0,974.0,76.0,57.0,9.0,1333.0,101.0,82.0,196.0,,,,,,,394.0,685.0,42.0,423.0,1051.0,58.0,306.1,2.8,75.3,1121.0,1518.0,14.0
2017,은평구,492581.0,166.0,0.0,27.0,0.0,9.0,0.0,57.0,1.0,170.0,6.0,22.0,24.0,1.0,86.0,0.0,89.0,8.0,930.0,55.0,64.0,8.0,1319.0,77.0,85.0,127.0,73.0,667.0,18.0,114.0,999.0,24.0,416.0,611.0,40.0,446.0,1010.0,45.0,303.1,2.4,71.2,1067.0,1489.0,12.0
2018,은평구,488703.0,140.0,3.0,34.0,1.0,22.0,0.0,52.0,1.0,126.0,2.0,21.0,33.0,0.0,106.0,1.0,110.0,5.0,1013.0,71.0,40.0,7.0,1431.0,91.0,56.0,188.0,67.0,700.0,14.0,89.0,1024.0,21.0,367.0,721.0,46.0,380.0,1151.0,61.0,324.0,2.5,75.3,1134.0,1580.0,12.0
2019,은평구,486925.0,143.0,1.0,30.0,0.0,32.0,0.0,37.0,0.0,129.0,2.0,20.0,27.0,0.0,123.0,1.0,133.0,5.0,1018.0,65.0,28.0,7.0,1340.0,79.0,42.0,171.0,89.0,651.0,27.0,96.0,902.0,34.0,361.0,703.0,55.0,383.0,1028.0,60.0,302.1,1.4,74.3,1119.0,1464.0,7.0
2020,은평구,484083.0,112.0,1.0,8.0,0.0,15.0,0.0,26.0,1.0,104.0,1.0,20.0,27.0,0.0,82.0,1.0,86.0,4.0,828.0,83.0,35.0,7.0,1242.0,130.0,46.0,175.0,45.0,596.0,15.0,60.0,893.0,18.0,275.0,644.0,34.0,288.0,1095.0,46.0,292.3,2.9,62.1,953.0,1415.0,14.0
2021,은평구,478537.0,94.0,0.0,14.0,0.0,39.0,0.0,16.0,0.0,94.0,2.0,29.0,35.0,0.0,100.0,3.0,109.0,3.0,777.0,56.0,29.0,3.0,1102.0,85.0,34.0,147.0,47.0,492.0,15.0,111.0,692.0,18.0,250.0,583.0,34.0,261.0,922.0,46.0,255.3,2.3,56.9,867.0,1218.0,11.0
2022,은평구,474549.0,110.0,1.0,15.0,0.0,17.0,0.0,40.0,1.0,95.0,1.0,40.0,48.0,0.0,104.0,0.0,111.0,1.0,840.0,44.0,28.0,1.0,1163.0,61.0,30.0,198.0,44.0,583.0,16.0,55.0,841.0,26.0,272.0,615.0,31.0,283.0,951.0,31.0,266.9,1.9,59.9,918.0,1256.0,9.0
2023,은평구,469521.0,131.0,2.0,27.0,0.0,34.0,0.0,42.0,1.0,96.0,3.0,28.0,38.0,0.0,70.0,0.0,77.0,5.0,918.0,93.0,21.0,5.0,1211.0,114.0,28.0,230.0,93.0,674.0,15.0,123.0,900.0,17.0,320.0,670.0,49.0,340.0,970.0,50.0,287.3,1.5,67.1,1039.0,1353.0,7.0
2024,은평구,467830.0,112.0,0.0,23.0,0.0,28.0,0.0,34.0,1.0,85.0,1.0,25.0,33.0,0.0,105.0,0.0,113.0,0.0,786.0,62.0,6.0,0.0,1097.0,85.0,5.0,180.0,,,,,,,286.0,613.0,44.0,298.0,924.0,52.0,268.0,1.0,59.0,944.0,1267.0,8.0
2025,은평구,464466.0,109.0,0.0,22.0,0.0,29.0,0.0,33.0,1.0,77.0,1.0,25.0,32.0,0.0,105.0,0.0,113.0,0.0,753.0,61.0,0.0,0.0,1055.0,84.0,0.0,180.0,,,,,,,273.0,597.0,45.0,283.0,892.0,53.0,260.0,1.0,56.0,916.0,1221.0,8.0
2026,은평구,464466.0,111.0,0.0,17.0,0.0,26.0,0.0,32.0,0.0,72.0,1.0,23.0,30.0,0.0,103.0,0.0,112.0,0.0,678.0,65.0,0.0,0.0,982.0,101.0,0.0,177.0,,,,,,,262.0,570.0,45.0,272.0,850.0,53.0,248.0,1.0,52.0,879.0,1168.0,7.0
2005,종로구,185861.0,108.0,3.0,7.0,0.0,23.0,0.0,36.0,2.0,129.0,8.0,60.0,88.0,0.0,28.0,0.0,29.0,,,,,,,,,,,,,,,,304.0,1164.0,34.0,315.0,1848.0,46.0,1256.8,13.8,191.3,1502.0,2185.0,24.0
2006,종로구,183991.0,42.0,1.0,48.0,0.0,22.0,0.0,60.0,1.0,164.0,7.0,62.0,93.0,0.0,20.0,0.0,20.0,,,,,,,,,150.0,,,,,,,314.0,1015.0,32.0,340.0,1711.0,42.0,1203.3,8.7,166.7,1361.0,2078.0,15.0
2007,종로구,182121.0,58.0,1.0,46.0,0.0,34.0,0.0,74.0,2.0,185.0,5.0,34.0,68.0,2.0,36.0,1.0,38.0,,,,,,,,,147.0,,,,,,,373.0,1180.0,37.0,394.0,1903.0,42.0,1338.6,6.9,172.6,1590.0,2327.0,12.0
2008,종로구,178458.0,40.0,1.0,56.0,1.0,34.0,1.0,73.0,1.0,200.0,12.0,46.0,86.0,2.0,41.0,0.0,42.0,,,,,,,,,248.0,,,,,,,393.0,1124.0,48.0,415.0,1699.0,64.0,1198.9,12.8,163.6,1565.0,2155.0,23.0
2009,종로구,178531.0,128.0,4.0,31.0,0.0,27.0,0.0,63.0,2.0,132.0,4.0,39.0,63.0,3.0,42.0,0.0,43.0,,,,,,,,,227.0,,,,,,,363.0,1152.0,64.0,393.0,1752.0,84.0,1245.3,10.1,187.7,1579.0,2211.0,18.0
2010,종로구,176894.0,123.0,2.0,24.0,2.0,23.0,0.0,53.0,0.0,161.0,9.0,31.0,54.0,2.0,39.0,1.0,39.0,,,,,,,,,172.0,,,,,,,377.0,998.0,61.0,402.0,1547.0,79.0,1120.1,10.6,229.6,1436.0,2009.0,19.0
2011,종로구,178451.0,193.0,3.0,25.0,0.0,12.0,1.0,20.0,1.0,171.0,8.0,28.0,44.0,2.0,57.0,0.0,57.0,,,,,,,,,163.0,,,,,,,407.0,966.0,48.0,437.0,1510.0,61.0,1123.9,7.9,219.0,1421.0,1994.0,14.0
2012,종로구,175048.0,168.0,1.0,20.0,0.0,29.0,1.0,33.0,1.0,162.0,6.0,36.0,57.0,0.0,53.0,0.0,55.0,,,,,,,,,222.0,,,,,,,399.0,925.0,50.0,426.0,1513.0,67.0,1151.6,6.9,211.1,1374.0,1994.0,12.0
2013,종로구,169196.0,126.0,3.0,25.0,0.0,17.0,2.0,49.0,2.0,147.0,4.0,25.0,36.0,0.0,45.0,0.0,45.0,4.0,1075.0,112.0,81.0,4.0,1504.0,162.0,109.0,232.0,,,,,,,364.0,856.0,54.0,378.0,1348.0,57.0,1054.4,7.7,198.7,1274.0,1770.0,13.0
2014,종로구,166389.0,139.0,1.0,28.0,0.0,23.0,1.0,33.0,0.0,168.0,5.0,25.0,38.0,1.0,54.0,2.0,58.0,8.0,1176.0,85.0,44.0,20.0,1586.0,134.0,59.0,220.0,,,,,,,386.0,859.0,69.0,406.0,1316.0,79.0,1082.6,6.7,205.2,1314.0,1790.0,11.0
2015,종로구,164463.0,112.0,2.0,55.0,1.0,31.0,1.0,56.0,2.0,152.0,1.0,34.0,44.0,0.0,59.0,0.0,62.0,3.0,1232.0,125.0,54.0,3.0,1685.0,180.0,73.0,236.0,,,,,,,395.0,942.0,77.0,413.0,1440.0,88.0,1179.9,4.9,222.9,1414.0,1933.0,8.0
2016,종로구,163026.0,119.0,2.0,47.0,0.0,26.0,0.0,64.0,3.0,141.0,2.0,30.0,41.0,0.0,51.0,0.0,54.0,2.0,1151.0,84.0,61.0,3.0,1542.0,123.0,88.0,243.0,,,,,,,393.0,860.0,46.0,416.0,1289.0,52.0,1079.5,5.6,206.5,1299.0,1748.0,9.0
2017,종로구,163809.0,101.0,3.0,21.0,0.0,24.0,0.0,56.0,3.0,137.0,2.0,23.0,38.0,0.0,58.0,1.0,63.0,9.0,1083.0,56.0,42.0,10.0,1546.0,81.0,65.0,203.0,76.0,780.0,23.0,118.0,1190.0,24.0,333.0,810.0,47.0,359.0,1288.0,55.0,1028.3,7.9,185.3,1190.0,1689.0,13.0
2018,종로구,163507.0,78.0,0.0,34.0,0.0,30.0,0.0,71.0,3.0,128.0,1.0,17.0,28.0,0.0,40.0,0.0,41.0,8.0,1025.0,69.0,32.0,10.0,1391.0,105.0,46.0,226.0,74.0,774.0,21.0,99.0,1096.0,26.0,336.0,757.0,41.0,347.0,1161.0,44.0,948.3,3.7,177.5,1134.0,1546.0,6.0
2019,종로구,162513.0,112.0,1.0,24.0,0.0,21.0,0.0,61.0,1.0,101.0,1.0,20.0,27.0,1.0,41.0,1.0,41.0,0.0,1052.0,48.0,32.0,0.0,1454.0,69.0,41.0,208.0,85.0,745.0,16.0,121.0,1048.0,20.0,305.0,781.0,47.0,322.0,1172.0,71.0,963.1,3.7,178.9,1133.0,1559.0,6.0
2020,종로구,160335.0,99.0,1.0,16.0,0.0,18.0,1.0,30.0,0.0,71.0,0.0,20.0,27.0,1.0,43.0,1.0,46.0,2.0,804.0,67.0,28.0,3.0,1092.0,88.0,43.0,185.0,64.0,565.0,27.0,83.0,803.0,31.0,223.0,648.0,32.0,240.0,955.0,34.0,769.8,3.1,142.3,903.0,1224.0,5.0
2021,종로구,154945.0,70.0,1.0,6.0,0.0,17.0,0.0,23.0,0.0,63.0,3.0,20.0,24.0,1.0,46.0,0.0,47.0,3.0,691.0,47.0,29.0,3.0,944.0,64.0,37.0,170.0,49.0,486.0,14.0,56.0,712.0,16.0,182.0,560.0,36.0,193.0,822.0,41.0,682.8,3.9,122.6,778.0,1050.0,6.0
2022,종로구,152787.0,114.0,0.0,26.0,0.0,35.0,0.0,36.0,0.0,78.0,1.0,23.0,28.0,0.0,46.0,1.0,50.0,2.0,867.0,49.0,53.0,2.0,1203.0,68.0,76.0,161.0,77.0,613.0,15.0,115.0,886.0,26.0,270.0,651.0,53.0,292.0,996.0,66.0,887.6,2.0,154.0,974.0,1351.0,3.0
2023,종로구,151285.0,88.0,3.0,14.0,0.0,22.0,0.0,47.0,0.0,94.0,3.0,26.0,33.0,0.0,39.0,0.0,42.0,3.0,890.0,61.0,24.0,3.0,1208.0,87.0,30.0,171.0,97.0,624.0,32.0,139.0,849.0,50.0,256.0,676.0,56.0,281.0,1001.0,57.0,884.7,5.3,155.2,988.0,1331.0,8.0
2024,종로구,150093.0,108.0,1.0,20.0,0.0,23.0,0.0,41.0,0.0,82.0,0.0,13.0,13.0,0.0,51.0,0.0,54.0,1.0,763.0,40.0,25.0,0.0,1040.0,54.0,35.0,198.0,,,,,,,269.0,578.0,51.0,287.0,842.0,57.0,794.0,2.0,161.0,900.0,1184.0,2.0
2025,종로구,149478.0,116.0,1.0,15.0,0.0,21.0,0.0,38.0,0.0,74.0,0.0,10.0,8.0,0.0,51.0,0.0,54.0,1.0,718.0,30.0,18.0,0.0,981.0,38.0,26.0,191.0,,,,,,,259.0,542.0,48.0,277.0,785.0,55.0,755.0,1.0,159.0,849.0,1116.0,1.0
2026,종로구,149478.0,128.0,1.0,9.0,0.0,19.0,0.0,34.0,0.0,64.0,0.0,6.0,2.0,0.0,51.0,0.0,53.0,1.0,670.0,18.0,10.0,0.0,922.0,19.0,15.0,182.0,,,,,,,246.0,502.0,43.0,266.0,727.0,51.0,710.0,0.0,157.0,793.0,1044.0,0.0
2005,중구,142431.0,125.0,1.0,26.0,0.0,36.0,1.0,38.0,0.0,118.0,5.0,45.0,74.0,0.0,19.0,0.0,19.0,,,,,,,,,,,,,,,,326.0,994.0,13.0,345.0,1508.0,17.0,1381.5,9.7,210.2,1333.0,1857.0,13.0
2006,중구,141854.0,40.0,0.0,52.0,1.0,43.0,0.0,71.0,2.0,135.0,9.0,30.0,41.0,0.0,12.0,0.0,12.0,,,,,,,,,167.0,,,,,,,325.0,1039.0,24.0,352.0,1565.0,26.0,1413.3,11.7,216.2,1388.0,1927.0,16.0
2007,중구,141276.0,63.0,1.0,40.0,0.0,35.0,0.0,64.0,3.0,131.0,5.0,44.0,63.0,1.0,18.0,0.0,19.0,,,,,,,,,226.0,,,,,,,321.0,1069.0,22.0,338.0,1591.0,27.0,1414.5,8.7,188.4,1412.0,1944.0,12.0
2008,중구,138854.0,50.0,2.0,53.0,0.0,42.0,0.0,91.0,0.0,130.0,5.0,38.0,49.0,1.0,23.0,1.0,23.0,,,,,,,,,238.0,,,,,,,336.0,1065.0,34.0,371.0,1561.0,43.0,1413.4,9.4,171.6,1435.0,1962.0,13.0
2009,중구,138368.0,102.0,1.0,53.0,0.0,34.0,0.0,70.0,2.0,140.0,7.0,24.0,36.0,0.0,34.0,0.0,34.0,,,,,,,,,231.0,,,,,,,383.0,1117.0,39.0,407.0,1636.0,47.0,1507.3,8.7,230.6,1539.0,2078.0,12.0
2010,중구,138612.0,121.0,1.0,29.0,0.0,41.0,0.0,59.0,0.0,121.0,1.0,23.0,32.0,0.0,43.0,1.0,43.0,,,,,,,,,213.0,,,,,,,357.0,1149.0,34.0,379.0,1742.0,38.0,1524.1,5.0,202.1,1540.0,2152.0,7.0
2011,중구,141183.0,188.0,8.0,34.0,0.0,47.0,0.0,43.0,1.0,110.0,2.0,32.0,43.0,4.0,44.0,0.0,47.0,,,,,,,,,186.0,,,,,,,401.0,1063.0,33.0,430.0,1574.0,34.0,1430.4,9.2,199.4,1497.0,2025.0,13.0
2012,중구,142895.0,182.0,2.0,25.0,0.0,28.0,0.0,29.0,1.0,128.0,5.0,32.0,49.0,0.0,30.0,0.0,31.0,,,,,,,,,168.0,,,,,,,376.0,1046.0,36.0,398.0,1589.0,43.0,1433.2,8.5,183.7,1458.0,2018.0,12.0
2013,중구,139138.0,196.0,3.0,20.0,0.0,10.0,1.0,26.0,0.0,154.0,4.0,26.0,40.0,0.0,26.0,0.0,27.0,10.0,1178.0,108.0,138.0,15.0,1635.0,144.0,180.0,162.0,,,,,,,403.0,1000.0,39.0,418.0,1519.0,48.0,1431.3,7.2,199.7,1442.0,1975.0,10.0
2014,중구,136897.0,206.0,1.0,14.0,0.0,18.0,0.0,30.0,0.0,106.0,0.0,16.0,26.0,0.0,32.0,1.0,32.0,7.0,1073.0,79.0,134.0,10.0,1483.0,108.0,175.0,207.0,,,,,,,352.0,912.0,41.0,368.0,1376.0,48.0,1310.3,5.1,186.0,1305.0,1785.0,7.0
2015,중구,135105.0,117.0,3.0,36.0,0.0,25.0,0.0,56.0,1.0,156.0,4.0,27.0,30.0,0.0,39.0,0.0,40.0,4.0,1108.0,110.0,111.0,4.0,1495.0,161.0,146.0,220.0,,,,,,,373.0,918.0,47.0,390.0,1366.0,55.0,1342.2,6.0,197.6,1338.0,1803.0,8.0
2016,중구,134370.0,132.0,3.0,25.0,0.0,17.0,0.0,41.0,0.0,142.0,9.0,6.0,11.0,0.0,26.0,0.0,27.0,5.0,1115.0,81.0,86.0,7.0,1489.0,120.0,116.0,200.0,,,,,,,345.0,906.0,37.0,368.0,1327.0,38.0,1276.7,12.7,193.8,1288.0,1716.0,17.0
2017,중구,133711.0,120.0,0.0,21.0,0.0,23.0,1.0,41.0,0.0,120.0,0.0,14.0,15.0,0.0,27.0,1.0,29.0,4.0,1125.0,61.0,59.0,6.0,1514.0,76.0,87.0,180.0,64.0,852.0,29.0,92.0,1197.0,33.0,316.0,896.0,40.0,327.0,1318.0,43.0,1251.2,3.0,188.7,1252.0,1684.0,4.0
2018,중구,135364.0,74.0,1.0,23.0,0.0,24.0,1.0,59.0,1.0,117.0,1.0,13.0,17.0,0.0,27.0,1.0,26.0,5.0,1002.0,68.0,47.0,8.0,1348.0,86.0,64.0,251.0,76.0,787.0,17.0,93.0,1104.0,17.0,291.0,796.0,41.0,308.0,1163.0,44.0,1110.3,6.6,169.8,1128.0,1506.0,9.0
2019,중구,136315.0,111.0,1.0,12.0,0.0,20.0,0.0,42.0,0.0,108.0,3.0,16.0,25.0,0.0,40.0,0.0,42.0,1.0,1065.0,67.0,49.0,1.0,1461.0,91.0,64.0,194.0,81.0,784.0,23.0,104.0,1151.0,27.0,284.0,862.0,38.0,303.0,1278.0,39.0,1183.3,3.7,179.2,1184.0,1615.0,5.0
2020,중구,135613.0,110.0,0.0,7.0,0.0,17.0,0.0,26.0,1.0,94.0,0.0,16.0,25.0,0.0,37.0,0.0,38.0,0.0,820.0,66.0,66.0,0.0,1073.0,94.0,84.0,172.0,65.0,572.0,42.0,80.0,781.0,48.0,239.0,678.0,38.0,252.0,962.0,40.0,927.0,4.5,145.7,955.0,1248.0,6.0
2021,중구,132424.0,69.0,0.0,14.0,0.0,14.0,0.0,18.0,0.0,58.0,2.0,29.0,38.0,0.0,36.0,0.0,38.0,3.0,740.0,32.0,70.0,4.0,997.0,49.0,99.0,139.0,51.0,534.0,29.0,60.0,754.0,37.0,173.0,655.0,26.0,185.0,948.0,26.0,877.2,2.3,113.3,854.0,1156.0,3.0
2022,중구,131168.0,115.0,1.0,8.0,0.0,24.0,0.0,18.0,1.0,63.0,0.0,40.0,45.0,0.0,44.0,0.0,48.0,6.0,819.0,50.0,58.0,11.0,1044.0,65.0,83.0,164.0,69.0,590.0,35.0,86.0,790.0,37.0,221.0,691.0,31.0,234.0,948.0,32.0,926.7,1.5,129.2,943.0,1212.0,2.0
2023,중구,131765.0,101.0,0.0,7.0,0.0,14.0,0.0,23.0,1.0,73.0,2.0,23.0,26.0,0.0,43.0,0.0,45.0,3.0,809.0,52.0,62.0,5.0,1042.0,67.0,78.0,123.0,90.0,594.0,30.0,113.0,787.0,38.0,216.0,682.0,33.0,233.0,930.0,34.0,906.0,2.3,134.7,931.0,1194.0,3.0
2024,중구,131603.0,123.0,0.0,4.0,0.0,11.0,0.0,19.0,0.0,83.0,0.0,16.0,18.0,0.0,42.0,0.0,44.0,1.0,734.0,35.0,33.0,2.0,939.0,46.0,45.0,159.0,,,,,,,238.0,671.0,39.0,251.0,947.0,41.0,932.0,2.0,137.0,950.0,1237.0,2.0
2025,중구,130418.0,116.0,0.0,3.0,0.0,10.0,0.0,19.0,0.0,80.0,0.0,15.0,15.0,0.0,43.0,0.0,45.0,0.0,694.0,28.0,25.0,2.0,872.0,36.0,37.0,159.0,,,,,,,227.0,644.0,40.0,239.0,898.0,41.0,895.0,1.0,133.0,912.0,1177.0,2.0
2026,중구,130418.0,123.0,0.0,0.0,0.0,8.0,0.0,15.0,0.0,77.0,0.0,14.0,15.0,0.0,44.0,0.0,46.0,0.0,650.0,23.0,17.0,1.0,810.0,29.0,25.0,153.0,,,,,,,222.0,621.0,41.0,233.0,864.0,41.0,865.0,1.0,129.0,885.0,1138.0,1.0
2005,중랑구,447458.0,236.0,1.0,4.0,0.0,31.0,0.0,40.0,0.0,195.0,1.0,56.0,83.0,1.0,106.0,2.0,107.0,,,,,,,,,,,,,,,,481.0,1328.0,41.0,516.0,2184.0,50.0,637.1,2.6,153.6,1850.0,2739.0,11.0
2006,중랑구,444342.0,92.0,0.0,69.0,1.0,69.0,1.0,56.0,1.0,210.0,6.0,68.0,116.0,0.0,162.0,2.0,167.0,,,,,,,,,235.0,,,,,,,470.0,1321.0,33.0,500.0,2093.0,38.0,609.4,3.3,150.4,1824.0,2617.0,14.0
2007,중랑구,441226.0,69.0,3.0,80.0,1.0,39.0,1.0,96.0,3.0,229.0,4.0,83.0,124.0,1.0,151.0,2.0,159.0,,,,,,,,,220.0,,,,,,,490.0,1538.0,43.0,516.0,2474.0,52.0,700.5,4.6,168.0,2071.0,3022.0,20.0
2008,중랑구,432734.0,44.0,1.0,89.0,0.0,69.0,1.0,84.0,0.0,257.0,6.0,67.0,95.0,1.0,189.0,1.0,202.0,,,,,,,,,258.0,,,,,,,524.0,1448.0,67.0,557.0,2167.0,76.0,643.0,3.9,163.9,2039.0,2783.0,17.0
2009,중랑구,431430.0,157.0,2.0,91.0,0.0,42.0,0.0,46.0,2.0,220.0,5.0,73.0,117.0,0.0,218.0,2.0,223.0,,,,,,,,,282.0,,,,,,,534.0,1433.0,65.0,560.0,2209.0,71.0,657.4,3.5,162.1,2032.0,2825.0,15.0
2010,중랑구,430378.0,208.0,4.0,69.0,1.0,50.0,0.0,59.0,0.0,200.0,3.0,70.0,113.0,2.0,208.0,5.0,210.0,,,,,,,,,213.0,,,,,,,560.0,1457.0,63.0,585.0,2199.0,74.0,657.2,3.9,164.3,2080.0,2841.0,17.0
2011,중랑구,430373.0,230.0,1.0,37.0,1.0,32.0,1.0,40.0,1.0,164.0,4.0,50.0,71.0,1.0,166.0,3.0,175.0,,,,,,,,,207.0,,,,,,,484.0,1235.0,63.0,514.0,1805.0,79.0,556.6,2.8,140.7,1782.0,2386.0,12.0
2012,중랑구,425631.0,179.0,1.0,53.0,1.0,34.0,0.0,29.0,0.0,198.0,7.0,47.0,77.0,1.0,199.0,1.0,209.0,,,,,,,,,190.0,,,,,,,467.0,1220.0,66.0,507.0,1831.0,74.0,566.7,2.6,136.7,1753.0,2401.0,11.0
2013,중랑구,422150.0,236.0,2.0,44.0,0.0,24.0,0.0,25.0,0.0,176.0,3.0,31.0,52.0,0.0,184.0,1.0,192.0,11.0,1516.0,114.0,73.0,18.0,2101.0,158.0,99.0,140.0,,,,,,,488.0,1162.0,66.0,513.0,1793.0,72.0,562.4,2.1,132.5,1716.0,2369.0,9.0
2014,중랑구,423284.0,247.0,2.0,39.0,0.0,14.0,0.0,20.0,0.0,160.0,3.0,19.0,29.0,0.0,234.0,0.0,247.0,16.0,1434.0,80.0,66.0,21.0,1934.0,108.0,95.0,175.0,,,,,,,452.0,1091.0,79.0,483.0,1615.0,93.0,514.9,2.6,122.2,1622.0,2180.0,11.0
2015,중랑구,421048.0,158.0,0.0,72.0,1.0,26.0,0.0,39.0,0.0,224.0,4.0,24.0,40.0,0.0,237.0,1.0,263.0,4.0,1495.0,104.0,66.0,5.0,1984.0,144.0,90.0,146.0,,,,,,,505.0,1146.0,71.0,531.0,1676.0,78.0,542.0,3.8,127.9,1722.0,2269.0,16.0
2016,중랑구,417259.0,191.0,1.0,15.0,0.0,8.0,0.0,95.0,4.0,136.0,3.0,13.0,15.0,0.0,200.0,0.0,218.0,7.0,1390.0,85.0,34.0,13.0,1840.0,120.0,44.0,169.0,,,,,,,425.0,1071.0,39.0,461.0,1537.0,41.0,488.4,2.2,112.5,1535.0,2030.0,9.0
2017,중랑구,414155.0,166.0,1.0,32.0,0.0,19.0,0.0,32.0,1.0,199.0,2.0,25.0,37.0,0.0,208.0,1.0,224.0,10.0,1506.0,51.0,51.0,11.0,2050.0,81.0,69.0,169.0,68.0,972.0,38.0,95.0,1380.0,53.0,432.0,1157.0,50.0,452.0,1731.0,51.0,539.8,1.5,118.6,1639.0,2228.0,6.0
2018,중랑구,409763.0,173.0,1.0,33.0,0.0,21.0,1.0,34.0,3.0,183.0,3.0,29.0,49.0,0.0,140.0,1.0,145.0,7.0,1394.0,79.0,71.0,14.0,1899.0,98.0,111.0,239.0,71.0,975.0,32.0,87.0,1419.0,43.0,432.0,1075.0,58.0,460.0,1621.0,64.0,523.1,2.5,113.2,1565.0,2135.0,10.0
2019,중랑구,404662.0,178.0,0.0,33.0,0.0,28.0,0.0,35.0,1.0,206.0,6.0,25.0,27.0,0.0,166.0,2.0,176.0,2.0,1444.0,86.0,64.0,2.0,1909.0,113.0,78.0,197.0,68.0,941.0,42.0,78.0,1305.0,58.0,470.0,1088.0,62.0,493.0,1572.0,69.0,527.8,3.0,118.2,1620.0,2122.0,12.0
2020,중랑구,400161.0,183.0,2.0,30.0,0.0,12.0,0.0,19.0,0.0,108.0,2.0,25.0,27.0,0.0,209.0,1.0,235.0,1.0,1277.0,93.0,41.0,1.0,1721.0,135.0,57.0,210.0,52.0,814.0,28.0,58.0,1172.0,36.0,358.0,1032.0,57.0,375.0,1510.0,71.0,488.5,1.0,104.3,1447.0,1952.0,4.0
2021,중랑구,394130.0,145.0,2.0,15.0,0.0,27.0,0.0,23.0,1.0,124.0,2.0,19.0,23.0,1.0,177.0,0.0,198.0,5.0,1216.0,74.0,39.0,7.0,1619.0,114.0,45.0,195.0,52.0,759.0,37.0,58.0,1081.0,55.0,332.0,1000.0,41.0,355.0,1432.0,46.0,466.0,1.8,98.6,1373.0,1826.0,7.0
2022,중랑구,391999.0,176.0,2.0,27.0,0.0,25.0,0.0,18.0,0.0,116.0,4.0,23.0,26.0,0.0,173.0,1.0,190.0,2.0,1200.0,77.0,66.0,2.0,1613.0,111.0,87.0,171.0,74.0,810.0,38.0,106.0,1137.0,52.0,353.0,1006.0,42.0,368.0,1487.0,45.0,484.4,2.6,99.2,1401.0,1890.0,10.0
