구,연월,거주인구,발생건수,사망자수,부상자수,평균기온,평균최고기온,극점최고기온,평균최저기온,극점최저기온,강수량,평균습도,최저습도,해면기압,이슬점온도,평균운량,일조시간,최심신적설,평균풍속,최대풍속,최대순간풍속
강남구,2017-04-01,568425.0,275.0,1.0,388.0,13.9,20.0,27.8,9.1,3.1,61.6,52.0,10.0,1012.8,2.9,4.4,259.7,0.0,2.6,8.1,15.6
강남구,2017-05-01,568425.0,281.0,1.0,405.0,19.5,25.4,30.3,14.4,10.0,16.1,52.0,7.0,1012.0,8.3,3.9,301.5,0.0,2.4,8.5,15.7
강남구,2017-06-01,568425.0,299.0,2.0,423.0,23.3,28.8,34.1,18.7,14.5,66.6,57.0,14.0,1008.2,13.1,4.7,285.2,0.0,2.4,6.4,12.1
강남구,2017-07-01,565731.0,296.0,0.0,423.0,26.9,30.4,35.4,24.3,21.9,621.0,77.0,38.0,1007.2,22.2,7.9,123.1,0.0,2.0,7.3,13.3
강남구,2017-08-01,565731.0,287.0,1.0,401.0,25.9,29.7,35.3,22.9,16.1,297.0,71.0,19.0,1007.4,19.7,7.0,166.2,0.0,2.3,7.7,15.3
강남구,2017-09-01,565731.0,282.0,5.0,390.0,22.1,27.4,31.4,17.5,11.2,35.0,61.0,20.0,1013.0,13.6,4.2,233.7,0.0,2.0,6.8,12.1
강남구,2017-10-01,561052.0,270.0,2.0,387.0,16.4,22.5,29.4,11.6,2.5,26.5,56.0,16.0,1020.9,7.0,4.5,222.7,0.0,1.9,7.6,12.9
강남구,2017-11-01,561052.0,302.0,1.0,410.0,5.6,10.5,18.4,1.3,-6.6,40.7,54.0,13.0,1023.0,-3.9,4.2,163.9,1.5,2.1,6.7,13.0
강남구,2017-12-01,561052.0,323.0,0.0,469.0,-1.9,2.2,8.7,-5.7,-12.3,34.8,56.0,14.0,1026.0,-10.3,3.9,176.1,5.1,1.8,6.7,14.2
강남구,2018-01-01,557865.0,316.0,1.0,456.0,-4.0,0.1,8.7,-7.3,-17.8,8.5,48.0,16.0,1024.6,-13.9,4.3,186.7,3.5,1.9,7.2,12.2
강남구,2018-02-01,557865.0,249.0,1.0,369.0,-1.6,3.3,10.4,-5.9,-13.4,29.6,45.0,13.0,1023.8,-13.0,3.9,194.2,3.7,2.2,6.3,12.2
강남구,2018-03-01,557865.0,278.0,3.0,393.0,8.1,13.6,22.1,3.8,-6.7,49.5,59.0,13.0,1020.3,-0.2,5.2,209.1,0.0,1.9,6.9,12.8
강남구,2018-04-01,551888.0,283.0,1.0,411.0,13.0,18.5,26.3,8.1,0.1,130.3,55.0,8.0,1015.6,2.6,4.7,223.4,0.0,2.0,8.8,15.9
강남구,2018-05-01,551888.0,288.0,0.0,404.0,18.2,23.3,29.6,13.4,6.9,222.0,63.0,22.0,1011.2,10.1,5.4,231.6,0.0,1.7,8.0,13.4
강남구,2018-06-01,551888.0,288.0,0.0,436.0,23.1,28.4,32.9,18.9,16.3,171.5,63.0,19.0,1007.6,14.9,5.9,236.6,0.0,1.7,5.7,10.5
강남구,2018-07-01,549255.0,326.0,2.0,427.0,27.8,32.1,38.3,24.2,17.7,185.6,68.0,29.0,1008.5,20.6,5.1,228.5,0.0,1.5,4.2,8.4
강남구,2018-08-01,549255.0,301.0,3.0,438.0,28.8,33.3,39.6,25.2,20.2,202.6,65.0,25.0,1007.0,20.8,5.8,232.5,0.0,1.7,7.1,17.8
강남구,2018-09-01,549255.0,249.0,2.0,356.0,21.5,26.0,30.9,17.6,10.8,68.5,61.0,23.0,1013.2,12.9,5.1,218.7,0.0,1.6,5.7,11.1
강남구,2018-10-01,547453.0,297.0,2.0,403.0,13.1,18.6,25.6,8.5,0.7,120.5,59.0,16.0,1018.9,4.6,3.7,241.9,0.0,1.5,6.1,13.8
강남구,2018-11-01,547453.0,292.0,2.0,447.0,7.8,13.2,19.4,3.6,-3.1,79.1,58.0,12.0,1023.7,-1.0,4.0,177.6,8.8,1.4,5.6,11.5
강남구,2018-12-01,547453.0,292.0,3.0,427.0,-0.6,4.1,13.5,-4.7,-14.4,16.4,46.0,16.0,1027.8,-11.6,3.8,199.9,1.7,1.8,5.9,13.3
강남구,2019-01-01,546875.0,281.0,2.0,412.0,-0.9,4.1,8.5,-5.1,-10.1,0.0,46.0,11.0,1026.4,-12.0,3.1,215.0,0.0,1.8,6.8,12.0
강남구,2019-02-01,546875.0,227.0,3.0,315.0,1.0,6.0,14.5,-3.2,-10.2,23.8,47.0,15.0,1024.5,-10.1,4.8,190.5,3.3,1.8,5.5,10.0
강남구,2019-03-01,546875.0,280.0,2.0,401.0,7.1,12.4,17.6,2.7,-1.7,26.8,51.0,10.0,1017.1,-3.4,4.7,203.8,0.0,2.1,7.2,14.9
강남구,2019-04-01,547602.0,295.0,0.0,389.0,12.1,17.6,28.2,7.2,0.3,47.3,51.0,10.0,1015.1,0.7,4.9,221.6,0.0,1.9,7.3,12.8
강남구,2019-05-01,547602.0,320.0,0.0,484.0,19.4,25.6,33.4,13.7,8.4,37.8,47.0,12.0,1011.5,6.4,3.8,314.0,0.0,2.1,6.1,12.3
강남구,2019-06-01,547602.0,302.0,1.0,442.0,22.5,27.7,32.8,18.1,14.1,74.0,61.0,22.0,1007.0,13.8,5.4,235.1,0.0,1.7,5.3,9.9
강남구,2019-07-01,549043.0,326.0,0.0,450.0,25.9,30.1,36.1,22.7,19.3,194.4,69.0,24.0,1005.9,19.1,7.2,150.1,0.0,1.8,5.9,11.8
강남구,2019-08-01,549043.0,320.0,1.0,435.0,27.2,31.6,36.8,23.6,18.5,190.5,69.0,28.0,1006.6,20.4,5.6,239.3,0.0,1.6,7.5,12.1
강남구,2019-09-01,549043.0,302.0,0.0,389.0,22.6,27.1,30.5,19.0,13.6,139.8,65.0,24.0,1014.6,15.1,6.6,168.9,0.0,2.2,11.8,28.3
강남구,2019-10-01,550209.0,336.0,2.0,440.0,16.4,21.8,28.2,11.8,4.7,55.5,62.0,23.0,1018.9,8.5,4.2,236.5,0.0,2.1,6.7,14.5
강남구,2019-11-01,550209.0,383.0,2.0,542.0,7.6,12.9,22.1,3.1,-4.6,78.8,56.0,14.0,1022.7,-1.5,4.1,203.2,0.0,2.2,7.0,12.1
강남구,2019-12-01,550209.0,350.0,1.0,483.0,1.4,5.3,12.9,-2.6,-10.9,22.6,58.0,17.0,1025.8,-6.5,4.4,164.2,0.0,2.1,7.5,13.1
강남구,2020-01-01,549898.0,275.0,3.0,393.0,1.6,5.9,11.9,-1.7,-6.5,60.5,56.0,17.0,1023.6,-6.9,4.8,177.9,0.3,2.1,7.0,13.7
강남구,2020-02-01,549898.0,343.0,2.0,450.0,2.5,7.2,15.6,-1.3,-11.8,53.1,58.0,14.0,1024.8,-5.6,4.7,185.0,3.9,2.3,8.2,14.4
강남구,2020-03-01,549898.0,265.0,1.0,365.0,7.7,13.3,20.6,2.6,-2.8,16.3,46.0,11.0,1017.6,-4.4,3.4,262.9,0.0,2.5,8.2,16.3
강남구,2020-04-01,546158.0,291.0,3.0,426.0,11.1,16.6,23.8,6.3,1.9,16.9,50.0,10.0,1017.0,-0.1,3.1,283.3,0.0,3.0,8.9,17.0
강남구,2020-05-01,546158.0,320.0,3.0,441.0,18.0,23.3,30.0,13.7,9.2,112.4,67.0,11.0,1010.1,10.9,6.3,177.9,0.0,2.4,7.2,16.4
강남구,2020-06-01,546158.0,337.0,0.0,474.0,23.9,29.0,35.4,19.9,14.8,139.6,68.0,26.0,1005.9,16.9,5.9,206.1,0.0,2.3,7.6,14.5
강남구,2020-07-01,544085.0,396.0,0.0,539.0,24.1,28.0,32.9,21.1,17.2,270.4,77.0,34.0,1006.7,19.4,7.5,119.4,0.0,2.4,8.7,16.1
강남구,2020-08-01,544085.0,330.0,1.0,484.0,26.5,29.3,34.5,24.4,21.5,675.7,85.0,49.0,1008.3,23.6,8.1,74.7,0.0,2.3,8.3,15.6
강남구,2020-09-01,544085.0,309.0,0.0,432.0,21.4,25.6,29.5,18.0,13.6,181.5,71.0,27.0,1011.8,15.4,5.8,174.3,0.0,2.5,9.8,21.5
강남구,2020-10-01,544055.0,302.0,2.0,417.0,14.3,19.5,23.6,9.6,3.2,0.0,61.0,20.0,1020.7,6.1,3.7,227.1,0.0,2.1,7.2,13.7
강남구,2020-11-01,544055.0,315.0,2.0,409.0,8.0,12.6,20.0,4.0,-3.6,120.1,64.0,18.0,1025.1,1.0,4.1,171.5,0.0,2.2,8.4,15.6
강남구,2020-12-01,544055.0,269.0,0.0,359.0,-0.3,3.9,11.4,-4.2,-12.9,4.6,58.0,24.0,1026.8,-8.0,3.3,203.6,3.2,2.2,6.5,11.7
강남구,2021-01-01,539538.0,315.0,1.0,433.0,-2.4,2.2,13.9,-6.8,-18.6,18.9,58.0,19.0,1024.9,-10.2,3.9,176.4,5.0,2.5,8.7,17.5
강남구,2021-02-01,539538.0,315.0,0.0,428.0,2.7,7.9,17.4,-2.2,-10.6,7.1,56.0,18.0,1021.5,-6.0,4.0,181.0,4.2,2.6,7.5,15.8
강남구,2021-03-01,539538.0,299.0,0.0,410.0,9.0,14.8,22.9,4.3,-1.2,110.9,63.0,19.0,1019.7,1.5,4.7,213.0,2.3,2.4,6.9,14.8
강남구,2021-04-01,536107.0,325.0,1.0,429.0,14.2,19.5,28.2,9.5,3.1,124.1,54.0,18.0,1018.1,4.1,4.8,208.6,0.0,2.6,7.1,12.5
강남구,2021-05-01,536107.0,310.0,0.0,422.0,17.1,21.9,30.8,12.8,7.3,183.1,68.0,25.0,1008.9,10.3,5.6,203.7,0.0,2.4,8.4,16.0
강남구,2021-06-01,536107.0,339.0,0.0,467.0,22.8,27.6,31.6,18.9,13.3,104.6,73.0,36.0,1007.5,17.2,5.6,185.5,0.0,2.2,7.8,15.0
강남구,2021-07-01,538075.0,322.0,1.0,435.0,28.1,32.2,36.5,24.6,19.6,168.3,71.0,37.0,1007.7,21.9,5.9,195.2,0.0,2.0,7.4,16.5
강남구,2021-08-01,538075.0,301.0,2.0,412.0,25.9,29.7,33.7,22.8,18.1,211.2,74.0,39.0,1008.2,20.5,7.0,127.3,0.0,2.1,8.3,16.4
강남구,2021-09-01,538075.0,306.0,1.0,390.0,22.6,26.9,30.3,18.8,16.0,131.0,71.0,38.0,1013.3,16.6,5.4,182.0,0.0,2.3,7.1,12.5
강남구,2021-10-01,537800.0,330.0,1.0,453.0,15.6,20.5,28.8,11.6,1.3,57.0,70.0,25.0,1021.2,9.6,4.7,168.4,0.0,2.1,10.6,20.9
강남구,2021-11-01,537800.0,336.0,0.0,468.0,8.2,13.1,21.3,4.0,-3.7,62.4,68.0,27.0,1019.6,2.2,4.2,163.6,0.0,2.1,9.3,16.6
강남구,2021-12-01,537800.0,322.0,3.0,428.0,0.6,5.1,13.3,-3.5,-15.5,7.9,62.0,26.0,1025.2,-6.4,3.2,185.4,4.4,2.3,8.1,15.2
강남구,2022-01-01,537338.0,339.0,0.0,448.0,-2.2,2.6,8.4,-6.2,-11.3,5.5,55.0,21.0,1025.2,-10.4,3.1,206.9,3.5,2.2,7.6,13.9
강남구,2022-02-01,537338.0,221.0,1.0,322.0,-1.1,3.8,11.5,-5.3,-10.7,4.7,55.0,21.0,1025.9,-9.6,3.2,203.8,3.3,2.6,7.4,14.5
강남구,2022-03-01,537338.0,244.0,3.0,326.0,7.7,12.7,19.5,3.2,-3.0,102.6,62.0,15.0,1017.3,0.1,5.2,173.0,0.7,2.5,8.8,18.5
강남구,2022-04-01,536710.0,327.0,1.0,455.0,14.8,20.6,28.7,10.0,3.5,20.4,55.0,17.0,1016.8,4.8,4.1,246.4,0.0,2.7,8.4,14.5
강남구,2022-05-01,536710.0,319.0,3.0,457.0,19.1,25.0,30.7,13.9,7.9,7.5,55.0,16.0,1011.8,9.1,3.9,302.3,0.0,2.6,7.6,14.1
강남구,2022-06-01,536710.0,322.0,1.0,428.0,23.3,27.5,32.7,19.8,14.9,393.8,73.0,18.0,1006.8,17.7,6.9,131.9,0.0,2.5,9.9,20.9
강남구,2022-07-01,534988.0,360.0,1.0,476.0,27.3,31.0,36.1,24.2,20.8,252.3,77.0,46.0,1005.2,22.7,6.9,140.1,0.0,2.1,5.6,11.6
강남구,2022-08-01,534988.0,307.0,1.0,431.0,25.7,28.9,32.9,23.1,16.1,564.8,80.0,39.0,1006.5,21.8,7.3,116.3,0.0,2.3,8.6,24.9
강남구,2022-09-01,534988.0,304.0,1.0,421.0,22.4,27.2,32.5,18.2,12.3,201.5,68.0,29.0,1012.9,15.6,5.1,203.9,0.0,2.4,8.0,18.3
강남구,2022-10-01,534103.0,343.0,0.0,452.0,14.6,19.7,27.6,10.3,4.4,124.1,69.0,25.0,1021.4,8.4,4.2,216.0,0.0,2.2,6.8,13.7
강남구,2022-11-01,534103.0,331.0,2.0,439.0,10.0,15.4,22.1,5.6,-8.1,84.5,65.0,23.0,1021.2,3.1,3.7,187.5,0.0,2.1,6.5,12.0
강남구,2022-12-01,534103.0,292.0,2.0,397.0,-2.8,1.7,10.2,-6.6,-13.7,13.6,59.0,21.0,1025.0,-10.1,3.4,197.1,4.4,2.3,7.4,15.0
강남구,2023-01-01,537817.0,293.0,0.0,408.0,-1.5,3.2,12.5,-5.7,-17.3,47.9,63.0,25.0,1024.6,-8.0,3.6,190.9,4.5,2.4,7.5,13.9
강남구,2023-02-01,537817.0,283.0,1.0,367.0,2.3,7.3,12.4,-1.9,-5.3,1.0,59.0,21.0,1025.6,-5.5,3.5,198.2,0.0,2.3,6.8,11.6
강남구,2023-03-01,537817.0,330.0,1.0,438.0,9.8,16.2,25.1,4.2,-1.9,10.5,51.0,13.0,1019.8,-0.8,3.4,239.8,0.0,2.3,7.3,13.6
강남구,2023-04-01,542327.0,347.0,1.0,486.0,13.8,19.0,28.4,8.8,3.1,96.9,60.0,14.0,1014.2,4.6,5.4,182.3,0.0,2.5,9.3,18.9
강남구,2023-05-01,542327.0,315.0,0.0,420.0,19.5,25.0,31.2,14.6,7.9,155.6,63.0,21.0,1012.4,11.3,5.3,235.6,0.0,2.3,8.6,15.9
강남구,2023-06-01,542327.0,313.0,0.0,433.0,23.4,27.9,34.0,19.7,16.6,195.6,73.0,28.0,1006.2,17.7,5.7,195.1,0.0,2.2,7.5,12.6
강남구,2023-07-01,546291.0,344.0,1.0,465.0,26.7,30.2,34.9,23.9,21.6,459.9,81.0,40.0,1006.6,22.9,6.7,146.1,0.0,2.1,7.0,16.8
강남구,2023-08-01,546291.0,324.0,0.0,429.0,27.2,30.8,35.8,24.3,20.8,298.1,76.0,47.0,1004.8,22.4,6.5,156.1,0.0,2.2,8.9,18.1
강남구,2023-09-01,546291.0,315.0,1.0,401.0,23.7,27.6,32.8,20.2,15.2,134.5,74.0,33.0,1012.3,18.2,6.2,157.1,0.0,2.0,5.2,10.6
강남구,2023-10-01,550282.0,341.0,0.0,449.0,15.8,21.0,24.6,11.5,5.4,31.0,67.0,26.0,1018.1,9.0,3.7,208.7,0.0,1.9,6.4,12.1
강남구,2023-11-01,550282.0,358.0,1.0,446.0,6.8,11.5,25.9,2.9,-7.3,81.9,65.0,22.0,1021.1,0.2,3.8,171.9,0.0,2.6,9.1,16.9
강남구,2023-12-01,550282.0,363.0,1.0,487.0,1.1,5.2,16.8,-2.5,-14.7,85.9,69.0,30.0,1024.3,-4.1,4.4,142.2,12.2,2.4,9.0,17.9
강남구,2024-01-01,559720.0,287.0,1.0,379.0,,,,,,,,,,,,,,,,
강남구,2024-02-01,559720.0,269.0,2.0,360.0,,,,,,,,,,,,,,,,
강남구,2024-03-01,559720.0,293.0,0.0,406.0,,,,,,,,,,,,,,,,
강남구,2024-04-01,562136.0,320.0,0.0,426.0,,,,,,,,,,,,,,,,
강남구,2024-05-01,562136.0,290.0,2.0,356.0,,,,,,,,,,,,,,,,
강남구,2024-06-01,562136.0,321.0,1.0,424.0,,,,,,,,,,,,,,,,
강남구,2024-07-01,564280.0,339.0,0.0,436.0,,,,,,,,,,,,,,,,
강남구,2024-08-01,564280.0,347.0,1.0,422.0,,,,,,,,,,,,,,,,
강남구,2024-09-01,564280.0,300.0,1.0,370.0,,,,,,,,,,,,,,,,
강남구,2024-10-01,563215.0,328.0,1.0,439.0,,,,,,,,,,,,,,,,
강남구,2024-11-01,563215.0,346.0,0.0,441.0,,,,,,,,,,,,,,,,
강남구,2024-12-01,563215.0,314.0,2.0,404.0,,,,,,,,,,,,,,,,
강남구,2025-01-01,563189.0,,,,,,,,,,,,,,,,,,,
강남구,2025-02-01,563189.0,,,,,,,,,,,,,,,,,,,
강남구,2025-03-01,563189.0,,,,,,,,,,,,,,,,,,,
강동구,2005-01-01,,101.0,4.0,138.0,-2.5,1.5,7.3,-6.2,-11.0,4.5,52.0,12.0,1023.2,-11.9,2.7,191.5,1.4,2.4,7.5,15.1
강동구,2005-02-01,,85.0,4.0,109.0,-1.9,2.2,10.5,-5.5,-13.1,17.2,49.0,15.0,1024.5,-12.2,3.5,177.8,1.9,2.8,11.0,22.5
강동구,2005-03-01,,93.0,1.0,126.0,4.1,8.8,17.6,0.2,-6.5,12.5,54.0,13.0,1019.6,-5.1,3.8,221.9,4.9,2.9,9.5,16.7
강동구,2005-04-01,,112.0,2.0,152.0,13.2,18.1,29.8,8.9,4.1,94.7,53.0,9.0,1014.0,2.9,4.3,199.5,0.0,3.0,10.4,18.0
강동구,2005-05-01,,117.0,0.0,154.0,17.7,22.9,30.2,13.0,6.3,85.8,55.0,8.0,1010.4,7.4,4.1,235.3,0.0,2.4,9.3,15.1
강동구,2005-06-01,,109.0,0.0,156.0,22.7,27.3,32.0,19.1,15.5,168.5,69.0,26.0,1005.7,16.4,6.3,138.3,0.0,2.4,8.8,15.3
강동구,2005-07-01,,129.0,2.0,186.0,25.3,28.8,34.2,22.7,18.3,269.4,76.0,44.0,1006.2,20.7,7.2,79.4,0.0,2.2,8.0,12.6
강동구,2005-08-01,,108.0,3.0,145.0,25.1,28.7,35.0,22.4,16.5,285.0,75.0,30.0,1008.5,20.3,6.9,103.1,0.0,2.6,8.2,15.0
강동구,2005-09-01,,119.0,1.0,154.0,21.8,25.7,30.8,18.6,13.8,313.3,71.0,30.0,1015.2,16.0,6.4,113.7,0.0,2.3,8.4,15.3
강동구,2005-10-01,,110.0,0.0,158.0,14.7,19.4,24.9,10.7,3.0,52.6,65.0,17.0,1020.0,7.7,3.4,200.0,0.0,1.7,5.4,11.1
강동구,2005-11-01,,118.0,1.0,164.0,8.6,12.9,21.8,4.6,-1.1,44.6,55.0,10.0,1020.6,-0.6,2.9,172.5,0.0,2.2,8.4,16.8
강동구,2005-12-01,,129.0,1.0,196.0,-3.9,-0.1,11.1,-7.4,-14.0,10.3,51.0,18.0,1025.2,-13.6,2.2,204.1,7.6,2.5,7.6,15.8
강동구,2006-01-01,,71.0,1.0,90.0,-0.2,3.4,9.3,-3.3,-10.1,34.3,57.0,18.0,1025.4,-8.6,4.0,161.1,1.5,2.1,6.1,12.1
강동구,2006-02-01,,87.0,1.0,128.0,0.1,4.2,11.5,-4.0,-14.1,15.7,53.0,12.0,1025.9,-9.6,4.3,172.6,7.0,2.6,8.1,15.6
강동구,2006-03-01,,104.0,2.0,136.0,5.2,9.9,17.2,0.9,-6.9,14.0,51.0,8.0,1016.9,-5.4,4.2,201.9,2.8,2.9,10.9,20.2
강동구,2006-04-01,,115.0,2.0,159.0,11.6,16.2,22.2,7.7,2.9,51.8,55.0,10.0,1011.0,2.0,5.9,136.0,0.0,3.0,9.1,16.8
강동구,2006-05-01,,89.0,2.0,124.0,18.4,23.4,28.3,14.0,10.8,156.2,57.0,13.0,1012.1,9.0,5.2,199.1,0.0,2.5,8.6,14.6
강동구,2006-06-01,,95.0,0.0,140.0,21.8,26.3,32.4,18.1,14.1,168.5,68.0,21.0,1007.1,15.1,6.1,155.8,0.0,2.2,8.0,13.5
강동구,2006-07-01,,116.0,1.0,169.0,23.1,26.0,30.1,20.9,17.5,1014.0,82.0,43.0,1006.1,19.8,8.7,34.3,0.0,2.3,9.2,16.0
강동구,2006-08-01,,125.0,1.0,168.0,27.0,31.1,34.7,23.9,20.8,121.2,69.0,34.0,1008.4,20.6,5.4,177.1,0.0,2.1,7.6,16.2
강동구,2006-09-01,,117.0,2.0,153.0,21.1,25.7,30.3,16.9,11.3,11.1,58.0,19.0,1014.8,12.1,4.7,195.7,0.0,2.1,7.1,13.8
강동구,2006-10-01,,125.0,0.0,187.0,17.9,22.6,27.5,13.9,7.9,30.2,62.0,11.0,1018.8,10.2,3.2,185.2,0.0,2.0,8.5,17.1
강동구,2006-11-01,,125.0,3.0,161.0,8.4,12.4,20.2,4.5,-1.3,47.6,58.0,14.0,1020.1,-0.1,4.3,153.5,0.2,2.4,8.1,15.6
강동구,2006-12-01,,102.0,1.0,138.0,1.4,5.4,12.6,-2.0,-12.3,17.3,59.0,16.0,1026.7,-6.4,3.7,159.4,9.0,2.1,7.2,14.3
강동구,2007-01-01,,86.0,1.0,147.0,0.4,4.1,11.8,-2.8,-7.6,10.8,56.0,18.0,1026.5,-7.8,3.5,181.9,7.5,2.0,8.0,15.5
강동구,2007-02-01,,116.0,2.0,163.0,4.0,8.7,14.8,0.1,-8.6,12.6,53.0,13.0,1021.3,-5.6,3.3,171.5,0.0,2.3,8.6,14.8
강동구,2007-03-01,,125.0,1.0,175.0,6.1,10.3,16.2,2.3,-7.6,123.5,60.0,15.0,1018.1,-1.9,5.2,147.1,1.6,2.7,10.0,18.2
강동구,2007-04-01,,134.0,2.0,184.0,11.4,16.1,22.5,7.5,1.6,41.1,53.0,14.0,1016.0,1.2,4.8,191.8,0.0,2.8,9.4,18.7
강동구,2007-05-01,,130.0,2.0,185.0,18.1,23.4,30.1,13.6,9.0,137.6,62.0,17.0,1007.8,10.0,5.5,197.3,0.0,2.6,8.7,17.6
강동구,2007-06-01,,127.0,1.0,170.0,23.2,27.7,33.2,19.2,14.1,54.5,61.0,13.0,1008.4,14.3,6.1,175.2,0.0,2.3,6.9,11.8
강동구,2007-07-01,,116.0,2.0,182.0,24.2,27.8,31.2,21.3,17.7,274.1,75.0,35.0,1004.5,19.2,7.6,91.5,0.0,2.4,7.3,16.1
강동구,2007-08-01,,124.0,3.0,163.0,26.5,29.9,33.2,23.8,19.8,237.6,75.0,23.0,1008.4,21.5,6.9,105.7,0.0,2.6,9.9,18.7
강동구,2007-09-01,,157.0,0.0,226.0,21.5,25.1,31.1,18.6,14.1,241.9,74.0,36.0,1012.4,16.6,7.3,85.1,0.0,2.5,8.0,13.8
강동구,2007-10-01,,108.0,2.0,148.0,15.1,19.6,26.2,11.3,3.2,39.5,63.0,13.0,1019.7,7.7,4.9,170.9,0.0,2.1,8.0,14.5
강동구,2007-11-01,,120.0,1.0,155.0,6.7,11.4,19.3,2.8,-5.5,26.4,55.0,15.0,1023.8,-2.3,3.1,188.5,1.7,2.2,7.7,14.8
강동구,2007-12-01,,136.0,2.0,208.0,1.8,5.4,13.8,-1.4,-7.4,12.7,60.0,24.0,1022.7,-5.5,4.0,140.8,0.8,2.4,8.5,15.6
강동구,2008-01-01,469999.0,104.0,1.0,166.0,-1.7,1.9,7.3,-5.0,-11.1,17.7,50.0,13.0,1026.5,-11.9,4.5,166.5,6.1,2.3,6.9,12.8
강동구,2008-02-01,469999.0,101.0,0.0,147.0,-1.2,3.2,10.5,-4.9,-10.1,15.0,46.0,12.0,1025.1,-12.6,2.3,224.2,5.5,2.7,8.4,13.8
강동구,2008-03-01,469999.0,124.0,2.0,155.0,7.3,11.9,19.8,3.7,-1.7,53.9,56.0,10.0,1018.4,-1.8,4.2,187.3,1.0,2.6,8.3,12.8
강동구,2008-04-01,470044.0,130.0,2.0,178.0,14.1,19.5,28.0,9.3,3.8,38.5,50.0,11.0,1015.2,2.8,4.6,208.1,0.0,2.7,10.9,19.7
강동구,2008-05-01,470044.0,157.0,0.0,213.0,17.7,22.7,28.5,13.1,8.1,97.7,58.0,10.0,1010.2,8.2,4.8,213.8,0.0,2.7,8.7,16.6
강동구,2008-06-01,470044.0,171.0,0.0,226.0,21.5,26.1,29.6,17.6,13.7,165.0,65.0,23.0,1009.1,14.0,6.5,173.8,0.0,2.7,7.5,12.5
강동구,2008-07-01,470388.0,159.0,2.0,211.0,25.1,28.4,32.9,22.6,20.2,530.8,78.0,45.0,1007.0,20.8,8.2,78.7,0.0,2.4,7.9,15.1
강동구,2008-08-01,470388.0,148.0,2.0,199.0,25.3,29.5,35.4,21.8,16.3,251.2,69.0,29.0,1007.5,18.8,5.4,196.6,0.0,2.5,8.6,15.9
강동구,2008-09-01,470388.0,125.0,0.0,197.0,22.0,26.9,32.0,18.0,10.3,99.2,64.0,18.0,1013.3,14.2,5.2,184.6,0.0,1.9,6.6,11.5
강동구,2008-10-01,473973.0,166.0,1.0,229.0,16.1,21.0,28.3,12.1,5.6,41.8,62.0,22.0,1018.7,8.1,3.9,185.1,0.0,2.0,7.2,12.6
강동구,2008-11-01,473973.0,151.0,1.0,204.0,7.6,11.7,18.4,3.8,-7.2,19.6,58.0,9.0,1022.1,-0.8,4.3,169.7,0.0,2.2,8.4,15.7
강동구,2008-12-01,473973.0,156.0,2.0,227.0,1.1,5.0,13.3,-2.7,-13.1,25.9,56.0,16.0,1023.6,-7.2,4.3,157.0,2.8,2.5,8.2,14.6
강동구,2009-01-01,476148.0,120.0,4.0,169.0,-2.0,2.3,12.2,-5.5,-11.4,5.7,50.0,14.0,1025.5,-11.6,2.5,210.6,5.1,2.5,8.1,15.1
강동구,2009-02-01,476148.0,118.0,0.0,157.0,2.9,6.8,16.1,-0.6,-8.6,36.9,57.0,12.0,1020.6,-5.5,5.3,125.6,1.3,2.5,11.9,20.1
강동구,2009-03-01,476148.0,149.0,1.0,202.0,6.0,10.6,22.2,1.8,-3.3,63.9,52.0,13.0,1019.3,-4.2,4.4,202.7,0.3,3.1,8.8,18.1
강동구,2009-04-01,481261.0,120.0,2.0,170.0,12.7,18.0,25.8,8.1,2.2,66.5,54.0,13.0,1015.2,2.4,4.1,204.5,0.0,2.6,8.6,14.4
강동구,2009-05-01,481261.0,137.0,3.0,181.0,19.1,24.3,31.0,14.6,9.8,109.0,59.0,15.0,1011.9,9.4,4.3,240.2,0.0,2.5,8.2,12.8
강동구,2009-06-01,481261.0,107.0,3.0,152.0,22.4,26.7,32.4,18.8,14.3,132.0,66.0,18.0,1004.8,15.0,5.4,181.0,0.0,2.5,8.8,15.3
강동구,2009-07-01,487460.0,147.0,3.0,201.0,24.3,28.2,32.4,21.0,18.7,659.4,76.0,36.0,1004.9,19.4,6.7,115.8,0.0,2.3,10.4,16.8
강동구,2009-08-01,487460.0,116.0,2.0,155.0,25.7,29.5,34.4,22.4,16.4,285.3,69.0,24.0,1008.6,19.1,5.6,150.9,0.0,2.2,7.1,13.1
강동구,2009-09-01,487460.0,131.0,3.0,168.0,21.8,26.3,29.9,17.7,14.4,64.5,64.0,23.0,1013.6,14.1,4.0,201.6,0.0,1.8,6.5,10.4
강동구,2009-10-01,489655.0,148.0,0.0,223.0,16.0,20.9,26.4,11.7,6.2,66.9,62.0,23.0,1016.6,8.0,2.5,236.3,0.0,2.1,9.7,17.2
강동구,2009-11-01,489655.0,125.0,0.0,179.0,6.9,10.4,21.8,3.7,-4.3,52.4,64.0,19.0,1023.6,0.0,5.1,130.1,0.0,2.5,6.8,12.3
강동구,2009-12-01,489655.0,127.0,1.0,173.0,-1.0,2.5,10.1,-4.2,-12.9,21.5,60.0,15.0,1022.9,-8.3,3.8,146.1,2.6,2.5,8.3,15.9
강동구,2010-01-01,490945.0,114.0,1.0,174.0,-4.5,-0.7,8.4,-8.1,-15.3,29.3,65.0,26.0,1024.6,-10.5,3.7,167.9,25.8,2.3,6.9,11.5
